Thématique;Sous-thème;mot;noyau;genre;mot en chinois;phrases françaises;phrases chinoises;tag;
communication;exprimer;avouer ;1;v.;??;Elle lui a avoué son amour.;?????????;avouer /amour;
communication;lire;bande dessinée ;1;f.;??;Je lis beaucoup de bandes dessinées.;???????;lire /bande /dessiner;
communication;lire;bibliothèque ;1;f.;???;Je vais chercher dans la bibliothèque.;?????????;chercher /bibliothèque;
communication;internet;café internet ;1;m.;??;Y a-t-il un café internet pas trop loin ?;???????????;avoir /café /internet /loin;
communication;écrire;cahier ;1;m.;??;Je l'ai noté dans mon cahier.;???????????;noter /cahier;
communication;écrire;carnet ;1;m.;???;Tu as perdu ton carnet.;?????????;perdre /carnet;
communication;écrire;carton ;1;m.;??;Il a écrit le programme sur un carton.;??????????;écrire /programme /carton;
science;informatique;CD rom;1;m.;???????;As-tu toujours ton CD rom sur les animaux ?;??????????;avoir /CD rom /animal;
communication;lire;chapitre m.;1;;??;J'en suis au troisième chapitre du livre.;???????????;être /chapitre /livre /troisième;
science;informatique;clavier ;1; m.;??;J'ai changé de clavier.;??????;changer /clavier;
communication;dire;commentaire ;1;m.;??;Je n'ai fait aucun commentaire.;????????;faire /commentaire;
communication;grammaire;conjonction ;1; f.;????;Il s'est trompé de conjonction.;?????????;tromper (se) /conjonction;
communication;lien;contact m.;1; m.;??;Nous n'avons plus aucun contact.;?????????;avoir /contact;
communication;langue;conversation ;1; f.;??;Leur conversation a duré toute la nuit.;??????????;conversation /durer /toute /nuit;
communication;écrire;correspondre ;1; v.;?..…??;Nous avons correspondu depuis l'âge de dix ans.;??????????????;correspondre /depuis /dix /an;
communication;dire;débat ;1;m.;??;Le débat de ce soir était très animé.;??????????;débat /être /animé ;
communication;dire;déclarer ;1; v. ;??;Il a déclaré que c'était lui le coupable.;????????;déclarer /coupable;
communication;informer;diffuser ;1; v.;??;Ils ont diffusé cette émission trois fois.;???????????;diffuser /émission;
communication;dire;discours ;1; m.;??;Son discours était brillant.;????????;discours /brillant;
communication;dire;discuter ;1; v.;??;Il ne faut pas discuter lorsque les choses sont déjà faites mais avant.;????????????;falloir /discuter /choses;
communication;dire;discussion ;1; f.;??;Leur discussion s'est prolongée très tard.;???????????;discussion /prolonger (se) /tard;
communication;informer;donnée ;1; f.;;Ils ont de nombreuses données sur cet événement.;??????????????;avoir /donnée /événement /nombreux;
communication;informer;dossier ;1; m.;??;Le dossier a été mal rédigé.;?????????;dossier/rédiger/mal;
communication;internet;en ligne;1;m.;??;C'est un service de vente en ligne.;???????????;service/ligne;
communication;informer;enquête ;1; f.;??;J'ai fait une enquête sur le marché du vin.;????????????;faire/enquête/marché/vin;
communication;poste;enveloppe ;1; f.;??;Il me faudrait une enveloppe.;????????;falloir /enveloppe;
communication;poste;envoyer ;1; v.;?;Tu as envoyé ta lettre.;???????;envoyer /lettre;
communication;écrire;étiquette ;1; f.;??;Il a mis une étiquette sur le dossier.;??????????;mettre /étiquette /dossier;
communication;exprimer;évoquer ;1; v.;??;Elle n'a jamais évoqué sa situation.;???????????;évoquer /situation;
communication;poste;facteur, rice ;1; m./f.;???;Le facteur est déjà passé.;????????;facteur /être /passé;
communication;écrire;feutre m.;1;m.;??/??;J'ai besoin de nouveaux feutres.;????????;besoin /feutre;
communication;écrire;fiche ;1;f.;??;Elle a l'habitude d'écrire des fiches sur les films qu'elle voit.;???????????????;écrire /fiche /film /voir ;
communication;langue;formule f.;1;f.;??;Je ne connaissais pas cette formule.;?????????;connaître/formule;
communication;écrire;gomme ;1;f.;??;Ma gomme est tombée par terre.;??????????;gomme /tomber /par /terre;
communication;nom;nom et prénom;1;m.;??;Je ne connais pas encore son nom.;??????????;connaître /nom;
communication;nom;nom ;0;m.;??;Son nom est très long.;????????;nom /long;
intellect;observer;noter ;1;v.;??;J'ai noté que vous n'étiez pas venus.;???????;noter /venir;
communication;phonétique;onomatopée ;1;f.;???;C'est une onomatopée.;????????;être /onomatopée;
communication;phonétique;oral, e ;1;adj.;???;Il a fait un exposé oral.;?????????;faire /exposé /oral;
communication;grammaire;orthographe ;1;f.;??;Faîtes attention à l'orthographe.;????!;faire /attention /orthographe;
communication;accord;jurer ;1;v.;??;Je jure que ce n'est pas moi.;???????;jurer /être /moi;
communication;écrire;photocopier ;1;v.;??;J'ai photocopié cet article.;?????????;photocopier /article;
communication;grammaire;phrase ;1;f.;??;La phrase est incomplète.;????????;phrase /être /incomplet, ète;
communication;poste;poste ;0;f.;??;Il s'est rendu à la poste du quartier.;????????;rendre (se) /poste /quartier;
communication;grammaire;préposition ;1;f.;??;Choisissez bien la préposition.;??????;choisir /préposition;
communication;informer;rapport ;1;m.;??;Son rapport commençait par une citation.;??????????;rapport /commencer /citation;
communication;écrire;signature ;1;f.;??;Je ne reconnais pas sa signature.;?????????;reconnaître /signature;
communication;écrire;signer ;1;v.;??;Il faut signer en bas de la page.;????????;falloir /signer /page;
communication;nom;surnom ;1;m.;??;Possède-t-il un surnom ?;??????;posséder /surnom;
communication;télécommunication;téléfilm ;1;m.;???;Je réalise des téléfilms.;??????????;réaliser /téléfilm;
communication;exprimer;témoignage ;1;m.;??;As-tu écouté son témoignage ?;?????????;avoir /écouter /témoignage;
communication;exprimer;manifester (se) ;1;v.;????;Ils ont manifesté leur désaccord.;????????????;manifester /désaccord;
communication;internet;moteur de recherche;1;m.;????;J'utilise toujours le même moteur de recherche.;???????????;utiliser /moteur /recherche;
faire;faire;imiter ;1;v.;??;Il ne faut pas imiter les mauvaises habitudes.;???????????;falloir /imiter /habitude /mauvaise;
communication;lire;imprimerie ;1;f.;???;L'imprimerie a changé l'histoire de l'écriture.;????????????;imprimerie /changer /histoire /écriture;
commerce;donner;partager ;1;v.;??;Il aime partager ce qu'il a.;???????????????;aimer /partager /avoir;
communication;exprimer; présenter ;1;v.;??;Je lui ai présenté mes amis.;???????????;présenter /amis;
communication;lien;relation ;1;f.;??;Ils n'ont plus de relations depuis leur divorce.;??????????????????;relation /divorce;
intellect;observer;remarquer ;1;v.;??;Je n'ai rien remarqué de bizarre.;???????????;avoir /remarquer /bizarre;
communication;dire;répéter ;1;v.;??;Je me répète, mais je ne viendrai pas !;??????????????;répéter (se) /venir;
communication;informer;reportage ;1;m.;????;Ce reportage a été réalisé l'année dernière.;????????????                                                              ;reportage /réaliser /anné /dernier;
communication;informer;sondage ;1;m.;????;Ils ont effectué un sondage pour savoir si les gens étaient d'accord avec sa politique.;???????????????????????????;effectuer /sondage /gens /accord /politique;
communication;langue;tutoyer ;1;v.;?'?'??;Je n'ai pas l'habitude de tutoyer facilement.;????????'?'???;habitude /tutoyer /facilement;
science;informatique;vidéo ;1;f.;???;C'est un amateur de vidéos.;?????????;être /amateur /vidéo;
communication;langue;vouvoyer ;1;v.;?'?'??;Elle vouvoie ses parents.;?????????;prier /vouvoyer;
aller;aller;aller;0;v.;?;Tu pourras  aller le chercher.;??????;pouvoir /chercher;
aller;aller;venir;1;v.;?;Pouvons-nous venir aujourd’hui ?;?????????;pouvoir /venir;
aller;aller;vers;1;;??;Il s'est dirigé vers moi.;???????;diriger (se) /vers;
aller;aller;tendance;1;f.;??;Il a tendance à s’endormir.;?????;tendance /dormir (se);
aller;aller;direction;1;;??;Il n'a pas pris la bonne direction.;????????;prendre /direction;
aller;aller;provenance;1;;??;De quelle provenance sont ces fruits?;?????????;provenir /fruit;
aller;aller;quitter;1;v.;??;Le navire de guerre a quitté le port.;??????;navire /guerre /quitter /port;
aller;aller;arriver;1;v.;??;Il risque d’arriver plus tôt.;?????????;risquer /arriver;
aller;aller;partir;1;v.;??;Il est temps de partir.;????????;être /temps /partir;
aller;aller;rester;1;v.;??;Vous pouvez rester à votre place.;????????????;pouvoir /rester /place;
aller;aller;départ;1;;??;A son départ, tout le monde le regrettera.;????????????????;départ/regretter;
aller;aller;arrivée;1;;???;Je n'ai pas indiqué l'heure de mon arrivée.;????????????;indiquer /heure /arrivée;
aller;aller;jusqu'à;1;;??;Jusqu'où faut-il aller ?;???????;jusqu'à /falloir /aller;
aller;aller;limite;1;f.;??;Respectez la  limite  sur cette voie.;???????;respecter /limiter /voie;
aller;aller;ramper;1;v.;??;Les soldats ont rampé jusqu'à la rivière.;???????????;soldat/ramper/rivière;
aller;aller;zigzaguer;1;v.;????;Je l’ai vu zigzaguer dans tous les sens.;???????????;voir/zigzaguer/sens;
aller;aller;nager;1;v.;?;Il sait nager sur le dos.;?????;savoir/nager/dos;
aller;aller;avancer;1;v.;??;Avance-toi jusqu'à la maison !;????????????!;avancer/jusqu'à/maison;
aller;aller;reculer;1;v.;??;Pouvez-vous reculer ?;???????;pouvoir/vous/reculer;
aller;aller;directement;1;v.;???;Je lui en ai parlé directement.;???????;parler/directement;
aller;aller;indirectement;1;adv.;???;Cela est indirectement lié à son mariage.;?????????????;cela/indirectement/lié/mariage;
aller;marcher;marcher;1;v.;?;Je marche trois kilomètres chaque jour.;????3???;je/marcher/trois/kilomètre;
aller;marcher;marche;1;;??;La marche est une activité très saine.;???????;marche/être/activité;
aller;marcher;courir;1;v.;?;Il a fallu courir après lui.;?????????;falloir/courir/;
aller;marcher;course;1;;??;au bout de sa course elle était essoufflée.;??????????????;couse/elle/être/essoufflée;
aller;marcher;pas;1;m.;??;Il marche d’un pas cadencé.;???????????;marcher/pas/cadencé;
aller;marcher;promener (se);1;v.;??;J’aime me promener à la campagne.;?????????;aimer/promener/campagne;
aller;marcher;promenade;1;f.;??;J'ai fait une longue promenade matinale.;?????????;faire/promenade/matinal;
aller;marcher;sauter;1;v.;?;Ils ont  sauté par-dessus le mur.;?????????;sauter/mur;
aller;marcher;saut;1;;??;Ce saut du 2ème étage était incroyable !;????????????;ce/saut/incroyable;
aller;retour;retour;0;m.;??;A quelle heure a lieu le retour ?;??????;quelle/heure/retour;
aller;retour;retourner;1;v.;??;J’ai dû y retourner aussitôt.;????????;devoir/retourner/gauche;
aller;retour;tourner;1;v.;??;On peut tourner à gauche.;????????;tourner/gauche;
aller;retour;cycle;1;;??;C'est un cycle saisonnier.;???????;ce/cycle/saisonnier;
aller;retour;demi-tour;1;m.;???;Faites un demi-tour.;????;faire/demi-tour;
aller;entrer;entrer;0;v.;??;Tapez avant d’entrer.;?????????;taper/avant/entrer;
aller;entrer;entrée;1;;??;Je t'attendrai à l'entrée du restaurant.;?????????;attendre/restaurant;
aller;entrer;sortir;1;v.;??;La sortie est de l’autre côté.;????????;sortir/être/autre/côté;
aller;entrer;sortie;1;;??;Nous nous sommes vus à la sortie du cinéma.;??????????????;voir/sortie/cinéma;
aller;entrer;traverser;1;v.;??;Obligation de traverser au passage clouté;?????????????;obligation/traverser/passage/clouté;
aller;monter;monter;0;v.;??;Voulez-vous monter dans ma voiture ?;????????;vouloir/monter/voiture;
aller;monter;descendre;1;v.;??;J’ai préféré descendre au sous-sol.;???????;préférer /descendre /sous-sol;
aller;monter;escalier;1;v.;??;C’est l’escalier de service.;?????????????;ce/escalier/service;
aller;monter;marche;1;;??;Il faut monter plus de deux cents marches pour arriver au sommet.;????200??????????;falloir/monter/marche;
aller;monter;ascenseur;1;m.;??;J’ai appelé l’ascenseur.;?????;appeler/ascenseur;
aller;monter;tomber;1;v.;??;Attention de ne pas tomber.;???????;attention/tomber;
aller;monter;chuter;1;v.;??;Il a chuté dans les escaliers.;?????????;il/chuter/dans/escalier;
aller;monter;chute;;f.;??;La chute a été vertigineuse;???????;chute/vertigineuse;
aller;monter;lever;1;v.;??;Il faut lever cette pierre.;?????????;falloir/lever/pierre;
aller;monter;plonger;1;v.;??;On peut plonger du tremplin.;?????????;pouvoir/plonger/tremplin;
aller;monter;plongée;;;??;J'adore la plongée sous-marine.;?????????;adorer/prolonger/sous-marine;
aller;accompagner;accompagner;0;v.;??;Je peux l’accompagner.;??????;pouvoir/le/accompagner;
aller;accompagner;suivre;1;;??;Il la suit partout comme son ombre.;???????????????;suivre/comme/ombre;
aller;accompagner;précéder;1;;??;Si vous nous précédez, merci de les prévenir de notre arrivée.;????????????????????;précéder/prévenir;
aller;voyager;voyager;0;v.;??;Il est agréable de voyager.;????????;être/agréable/voyager;
aller;voyager;tourisme;1;;????;Elle a ouvert une agence de tourisme.;?????????;ouvrir/agence/tourisme;
aller;voyager;touriste;1;;???;C'est un car de touristes.;????????;ce/être/car/touriste;
aller;voyager;touristique;1;adj.;???;C’est une ville touristique.;?????????;ce/ville/touristique;
aller;voyager;immigrer;1;v.;??;Mes voisins ont dû immigrer.;???????????;voisin/devoir/immigrer;
aller;voyager;immigration;1;;??;L'immigration dans ce pays ne pose pas de problème.;??????????????;immigration/poser/problème;
aller;voyager;émigrer;1;v.;????;Ils ont décidé d’émigrer ?;???????????;décider/émigrer;
aller;voyager;émigration;1;;????;Leur émigration a été très pénible.;?????????????;émigration/être/pénible;
aller;voyager;valise;1;f.;???;Ma valise est trop lourde.;????????;valise/être/lourd;
aller;voyager;aventure;1;f.;??;Son voyage a été une grande aventure.;????????????;voyage/être/aventure;
